Id Error,Fecha,Hora,Id Juego,Id Usuario
000019,03/12/2018,21:14:14,001,0001
000020,03/12/2018,21:14:32,001,0001
000021,03/12/2018,21:14:40,001,0001
000022,03/12/2018,21:20:55,001,0001
